timestamp,BNBUSDT_close,ETHUSDT_close,DOTUSDT_close,LINKUSDT_close,THETAUSDT_close,DODOUSDT_close,OGNUSDT_close,ALGOUSDT_close,MATICUSDT_close,BTCUSDT_close,SUSHIUSDT_close,HBARUSDT_close,ONEUSDT_close,EGLDUSDT_close,ZILUSDT_close,SOLUSDT_close,ATOMUSDT_close,EOSUSDT_close,LTCUSDT_close,DASHUSDT_close,NEARUSDT_close,ADAUSDT_close,CAKEUSDT_close
2017-12-14 04:00:00,2.935,706.04,,,,,,,,15775.23,,,,,,,,,283.04,,,,
2017-12-14 08:00:00,2.96,680.66,,,,,,,,16099.0,,,,,,,,,285.0,,,,
2017-12-14 12:00:00,2.9,665.06,,,,,,,,16074.54,,,,,,,,,275.01,,,,
2017-12-14 16:00:00,3.04,665.08,,,,,,,,16350.0,,,,,,,,,263.99,,,,
2017-12-14 20:00:00,3.1519,679.76,,,,,,,,16334.98,,,,,,,,,272.4,,,,
2017-12-15 00:00:00,3.1251,642.49,,,,,,,,17119.0,,,,,,,,,268.94,,,,
2017-12-15 04:00:00,3.2205,654.51,,,,,,,,17073.27,,,,,,,,,264.99,,,,
2017-12-15 08:00:00,3.3586,641.12,,,,,,,,17900.0,,,,,,,,,260.03,,,,
2017-12-15 12:00:00,3.55,683.32,,,,,,,,17542.81,,,,,,,,,305.5,,,,
2017-12-15 16:00:00,4.39,674.48,,,,,,,,17636.98,,,,,,,,,303.2,,,,
2017-12-15 20:00:00,4.12,674.95,,,,,,,,17539.83,,,,,,,,,294.0,,,,
2017-12-16 00:00:00,4.0,689.49,,,,,,,,17250.0,,,,,,,,,292.49,,,,
2017-12-16 04:00:00,4.1261,680.01,,,,,,,,17677.54,,,,,,,,,293.04,,,,
2017-12-16 08:00:00,4.52,691.13,,,,,,,,17829.99,,,,,,,,,303.2,,,,
2017-12-16 12:00:00,4.2562,675.25,,,,,,,,18751.02,,,,,,,,,287.0,,,,
2017-12-16 16:00:00,4.4417,671.61,,,,,,,,19219.0,,,,,,,,,286.02,,,,
2017-12-16 20:00:00,4.6378,682.81,,,,,,,,19102.66,,,,,,,,,293.97,,,,
2017-12-17 00:00:00,5.4896,711.06,,,,,,,,19017.75,,,,,,,,,311.0,,,,
2017-12-17 04:00:00,5.6,712.99,,,,,,,,19462.98,,,,,,,,,321.12,,,,
2017-12-17 08:00:00,6.5,712.12,,,,,,,,19709.5,,,,,,,,,319.0,,,,
2017-12-17 12:00:00,5.7,704.53,,,,,,,,19220.0,,,,,,,,,316.0,,,,
2017-12-17 16:00:00,5.77,711.49,,,,,,,,18845.91,,,,,,,,,318.4,,,,
2017-12-17 20:00:00,5.999,707.64,,,,,,,,18860.02,,,,,,,,,311.4,,,,
2017-12-18 00:00:00,5.3601,706.77,,,,,,,,18570.03,,,,,,,,,304.25,,,,
2017-12-18 04:00:00,5.79,700.0,,,,,,,,18576.99,,,,,,,,,307.27,,,,
2017-12-18 08:00:00,5.7209,733.52,,,,,,,,19126.66,,,,,,,,,322.55,,,,
2017-12-18 12:00:00,5.5553,723.98,,,,,,,,18670.0,,,,,,,,,313.0,,,,
2017-12-18 16:00:00,5.52,762.12,,,,,,,,18590.0,,,,,,,,,321.0,,,,
2017-12-18 20:00:00,6.0,784.0,,,,,,,,18856.25,,,,,,,,,352.0,,,,
2017-12-19 00:00:00,6.07,809.01,,,,,,,,18729.17,,,,,,,,,351.0,,,,
2017-12-19 04:00:00,6.323,835.0,,,,,,,,18562.01,,,,,,,,,354.25,,,,
2017-12-19 08:00:00,6.15,792.1,,,,,,,,17250.0,,,,,,,,,331.0,,,,
2017-12-19 12:00:00,5.6698,788.94,,,,,,,,17164.85,,,,,,,,,331.53,,,,
2017-12-19 16:00:00,5.78,821.79,,,,,,,,17622.26,,,,,,,,,346.01,,,,
2017-12-19 20:00:00,5.6999,798.0,,,,,,,,17295.2,,,,,,,,,338.48,,,,
2017-12-20 00:00:00,5.48,780.0,,,,,,,,16700.35,,,,,,,,,318.98,,,,
2017-12-20 04:00:00,5.1664,765.0,,,,,,,,16354.17,,,,,,,,,316.0,,,,
2017-12-20 08:00:00,5.47,806.15,,,,,,,,17253.0,,,,,,,,,321.37,,,,
2017-12-20 12:00:00,5.2773,795.0,,,,,,,,16505.0,,,,,,,,,307.19,,,,
2017-12-20 16:00:00,5.2087,805.41,,,,,,,,16782.0,,,,,,,,,316.0,,,,
2017-12-20 20:00:00,5.1502,790.21,,,,,,,,16488.98,,,,,,,,,302.7,,,,
2017-12-21 00:00:00,5.49,816.0,,,,,,,,16901.03,,,,,,,,,317.0,,,,
2017-12-21 04:00:00,5.6697,829.88,,,,,,,,17038.99,,,,,,,,,317.78,,,,
2017-12-21 08:00:00,5.356,827.0,,,,,,,,16490.99,,,,,,,,,311.43,,,,
2017-12-21 12:00:00,4.499,723.0,,,,,,,,14400.0,,,,,,,,,268.3,,,,
2017-12-21 16:00:00,4.7999,744.15,,,,,,,,14700.94,,,,,,,,,281.25,,,,
2017-12-21 20:00:00,5.1596,782.41,,,,,,,,15492.64,,,,,,,,,302.0,,,,
2017-12-22 00:00:00,4.4154,669.89,,,,,,,,13780.0,,,,,,,,,260.02,,,,
2017-12-22 04:00:00,4.0,609.99,,,,,,,,12726.45,,,,,,,,,227.33,,,,
2017-12-22 08:00:00,4.3381,647.0,,,,,,,,13456.0,,,,,,,,,242.8,,,,
2017-12-22 12:00:00,3.9807,611.27,,,,,,,,12660.27,,,,,,,,,233.91,,,,
2017-12-22 16:00:00,4.09,629.96,,,,,,,,13178.0,,,,,,,,,247.0,,,,
2017-12-22 20:00:00,4.2912,635.97,,,,,,,,13326.61,,,,,,,,,250.99,,,,
2017-12-23 00:00:00,4.62,697.03,,,,,,,,14284.95,,,,,,,,,277.18,,,,
2017-12-23 04:00:00,4.4606,666.99,,,,,,,,13609.25,,,,,,,,,261.0,,,,
2017-12-23 08:00:00,4.799,705.85,,,,,,,,14642.99,,,,,,,,,281.0,,,,
2017-12-23 12:00:00,4.6997,685.0,,,,,,,,14218.39,,,,,,,,,274.0,,,,
2017-12-23 16:00:00,4.7289,694.0,,,,,,,,14434.01,,,,,,,,,277.1,,,,
2017-12-23 20:00:00,4.4,640.34,,,,,,,,13300.0,,,,,,,,,253.44,,,,
2017-12-24 00:00:00,4.2384,636.88,,,,,,,,13271.05,,,,,,,,,254.98,,,,
2017-12-24 04:00:00,4.3365,639.01,,,,,,,,13252.12,,,,,,,,,255.95,,,,
2017-12-24 08:00:00,4.4201,591.1,,,,,,,,12345.89,,,,,,,,,237.79,,,,
2017-12-24 12:00:00,4.7777,609.0,,,,,,,,12543.07,,,,,,,,,245.39,,,,
2017-12-24 16:00:00,4.6833,597.7,,,,,,,,12264.33,,,,,,,,,238.02,,,,
2017-12-24 20:00:00,5.181,658.0,,,,,,,,13500.0,,,,,,,,,262.9,,,,
2017-12-25 00:00:00,5.1556,679.0,,,,,,,,12957.55,,,,,,,,,255.52,,,,
2017-12-25 04:00:00,5.7825,702.0,,,,,,,,13561.14,,,,,,,,,268.97,,,,
2017-12-25 08:00:00,5.865,718.9,,,,,,,,13800.0,,,,,,,,,268.95,,,,
2017-12-25 12:00:00,6.5,704.0,,,,,,,,13473.0,,,,,,,,,261.99,,,,
2017-12-25 16:00:00,6.43,722.04,,,,,,,,13808.08,,,,,,,,,263.6,,,,
2017-12-25 20:00:00,6.4631,714.95,,,,,,,,13699.34,,,,,,,,,261.2,,,,
2017-12-26 00:00:00,7.25,745.97,,,,,,,,14321.99,,,,,,,,,271.52,,,,
2017-12-26 04:00:00,7.1423,741.71,,,,,,,,15063.02,,,,,,,,,271.98,,,,
2017-12-26 08:00:00,7.4362,736.05,,,,,,,,14849.98,,,,,,,,,269.22,,,,
2017-12-26 12:00:00,7.9539,741.1,,,,,,,,15649.0,,,,,,,,,273.54,,,,
2017-12-26 16:00:00,9.22,744.42,,,,,,,,15787.88,,,,,,,,,278.3,,,,
2017-12-26 20:00:00,9.254,750.0,,,,,,,,15689.01,,,,,,,,,277.98,,,,
2017-12-27 00:00:00,9.8,761.0,,,,,,,,15880.56,,,,,,,,,277.17,,,,
2017-12-27 04:00:00,10.5601,762.48,,,,,,,,16055.0,,,,,,,,,278.0,,,,
2017-12-27 08:00:00,10.2267,748.78,,,,,,,,15570.13,,,,,,,,,270.5,,,,
2017-12-27 12:00:00,9.48,732.8,,,,,,,,15155.01,,,,,,,,,262.7,,,,
2017-12-27 16:00:00,8.6,721.75,,,,,,,,14793.25,,,,,,,,,256.52,,,,
2017-12-27 20:00:00,10.0731,739.89,,,,,,,,15459.99,,,,,,,,,262.59,,,,
2017-12-28 00:00:00,8.7991,695.94,,,,,,,,14163.42,,,,,,,,,241.48,,,,
2017-12-28 04:00:00,8.35,687.52,,,,,,,,13984.39,,,,,,,,,245.0,,,,
2017-12-28 08:00:00,8.1401,668.79,,,,,,,,13578.98,,,,,,,,,234.27,,,,
2017-12-28 12:00:00,8.5,701.0,,,,,,,,14040.0,,,,,,,,,242.61,,,,
2017-12-28 16:00:00,8.73,688.2,,,,,,,,13736.43,,,,,,,,,235.0,,,,
2017-12-28 20:00:00,9.25,707.89,,,,,,,,14182.11,,,,,,,,,244.68,,,,
2017-12-29 00:00:00,9.2881,735.11,,,,,,,,14725.0,,,,,,,,,251.4,,,,
2017-12-29 04:00:00,9.0,731.88,,,,,,,,14450.0,,,,,,,,,245.12,,,,
2017-12-29 08:00:00,8.632,727.13,,,,,,,,14280.01,,,,,,,,,239.04,,,,
2017-12-29 12:00:00,8.94,750.66,,,,,,,,14557.49,,,,,,,,,248.98,,,,
2017-12-29 16:00:00,8.8993,747.96,,,,,,,,14640.7,,,,,,,,,245.0,,,,
2017-12-29 20:00:00,8.7094,733.99,,,,,,,,14378.9,,,,,,,,,238.27,,,,
2017-12-30 00:00:00,8.177,691.1,,,,,,,,13423.64,,,,,,,,,222.66,,,,
2017-12-30 04:00:00,8.201,707.01,,,,,,,,13620.0,,,,,,,,,224.01,,,,
2017-12-30 08:00:00,7.8116,698.19,,,,,,,,13150.0,,,,,,,,,216.0,,,,
2017-12-30 12:00:00,7.38,673.27,,,,,,,,12313.99,,,,,,,,,203.67,,,,
2017-12-30 16:00:00,7.7985,700.98,,,,,,,,13040.0,,,,,,,,,217.0,,,,
2017-12-30 20:00:00,7.5947,681.06,,,,,,,,12440.01,,,,,,,,,206.03,,,,
2017-12-31 00:00:00,8.2934,697.98,,,,,,,,12962.06,,,,,,,,,218.75,,,,
2017-12-31 04:00:00,7.8897,697.0,,,,,,,,12797.46,,,,,,,,,209.31,,,,
2017-12-31 08:00:00,8.2045,709.89,,,,,,,,12989.94,,,,,,,,,211.3,,,,
2017-12-31 12:00:00,8.1604,720.03,,,,,,,,13212.68,,,,,,,,,215.11,,,,
2017-12-31 16:00:00,8.475,731.76,,,,,,,,13780.16,,,,,,,,,225.13,,,,
2017-12-31 20:00:00,8.53,733.98,,,,,,,,13716.36,,,,,,,,,223.69,,,,
2018-01-01 00:00:00,8.3401,734.5,,,,,,,,13410.03,,,,,,,,,218.12,,,,
2018-01-01 04:00:00,8.36,751.99,,,,,,,,13570.35,,,,,,,,,225.09,,,,
2018-01-01 08:00:00,8.1599,741.01,,,,,,,,13220.56,,,,,,,,,223.4,,,,
2018-01-01 12:00:00,8.1101,748.8,,,,,,,,13247.0,,,,,,,,,223.51,,,,
2018-01-01 16:00:00,8.115,746.23,,,,,,,,13240.37,,,,,,,,,219.47,,,,
2018-01-01 20:00:00,8.45,754.99,,,,,,,,13380.0,,,,,,,,,222.61,,,,
2018-01-02 00:00:00,8.3986,826.92,,,,,,,,13353.78,,,,,,,,,238.81,,,,
2018-01-02 04:00:00,8.31,847.6,,,,,,,,13343.0,,,,,,,,,240.0,,,,
2018-01-02 08:00:00,8.4244,849.1,,,,,,,,13490.0,,,,,,,,,240.0,,,,
2018-01-02 12:00:00,8.565,865.56,,,,,,,,13690.03,,,,,,,,,248.4,,,,
2018-01-02 16:00:00,8.8888,850.97,,,,,,,,14732.75,,,,,,,,,247.39,,,,
2018-01-02 20:00:00,8.715,855.28,,,,,,,,14675.11,,,,,,,,,247.33,,,,
2018-01-03 00:00:00,8.6941,853.07,,,,,,,,14818.49,,,,,,,,,245.36,,,,
2018-01-03 04:00:00,8.6199,876.02,,,,,,,,15170.0,,,,,,,,,249.74,,,,
2018-01-03 08:00:00,8.5994,863.02,,,,,,,,14730.05,,,,,,,,,244.75,,,,
2018-01-03 12:00:00,8.622,876.0,,,,,,,,15033.77,,,,,,,,,244.9,,,,
2018-01-03 16:00:00,8.804,917.64,,,,,,,,14700.01,,,,,,,,,240.98,,,,
2018-01-03 20:00:00,9.304,934.03,,,,,,,,14919.51,,,,,,,,,238.77,,,,
2018-01-04 00:00:00,9.2335,927.57,,,,,,,,15119.97,,,,,,,,,234.0,,,,
2018-01-04 04:00:00,9.089,938.29,,,,,,,,14748.0,,,,,,,,,228.01,,,,
2018-01-04 08:00:00,8.9542,949.99,,,,,,,,14539.97,,,,,,,,,229.38,,,,
2018-01-04 12:00:00,8.98,989.95,,,,,,,,14353.01,,,,,,,,,222.81,,,,
2018-01-04 16:00:00,9.0769,951.0,,,,,,,,14895.19,,,,,,,,,231.98,,,,
2018-01-04 20:00:00,9.143,940.0,,,,,,,,15059.54,,,,,,,,,233.0,,,,
2018-01-05 00:00:00,9.3003,1003.01,,,,,,,,14965.37,,,,,,,,,239.44,,,,
2018-01-05 04:00:00,10.13,1030.0,,,,,,,,14920.14,,,,,,,,,240.93,,,,
2018-01-05 08:00:00,12.7379,995.98,,,,,,,,16090.69,,,,,,,,,247.11,,,,
2018-01-05 12:00:00,13.58,981.5,,,,,,,,16087.72,,,,,,,,,244.24,,,,
2018-01-05 16:00:00,13.7486,970.8,,,,,,,,16593.01,,,,,,,,,243.36,,,,
2018-01-05 20:00:00,14.8908,959.3,,,,,,,,16960.39,,,,,,,,,240.54,,,,
2018-01-06 00:00:00,16.0,962.61,,,,,,,,16521.59,,,,,,,,,293.38,,,,
2018-01-06 04:00:00,14.8252,992.02,,,,,,,,16518.0,,,,,,,,,278.77,,,,
2018-01-06 08:00:00,16.12,998.0,,,,,,,,16529.89,,,,,,,,,307.36,,,,
2018-01-06 12:00:00,17.9999,1007.52,,,,,,,,16556.22,,,,,,,,,282.75,,,,
2018-01-06 16:00:00,20.3,1011.05,,,,,,,,16770.01,,,,,,,,,275.5,,,,
2018-01-06 20:00:00,22.6,1004.11,,,,,,,,17069.79,,,,,,,,,275.28,,,,
2018-01-07 00:00:00,20.5,1057.36,,,,,,,,16740.68,,,,,,,,,277.1,,,,
2018-01-07 04:00:00,20.0003,1085.77,,,,,,,,16746.99,,,,,,,,,281.5,,,,
2018-01-07 08:00:00,21.998,1080.2,,,,,,,,16607.0,,,,,,,,,282.13,,,,
2018-01-07 12:00:00,20.1033,1097.48,,,,,,,,16439.65,,,,,,,,,277.59,,,,
2018-01-07 16:00:00,18.49,1100.95,,,,,,,,16100.9,,,,,,,,,268.72,,,,
2018-01-07 20:00:00,18.594,1123.09,,,,,,,,16150.03,,,,,,,,,269.01,,,,
2018-01-08 00:00:00,17.4999,1208.55,,,,,,,,15670.37,,,,,,,,,261.57,,,,
2018-01-08 04:00:00,17.6104,1198.05,,,,,,,,15865.0,,,,,,,,,265.49,,,,
2018-01-08 08:00:00,17.9107,1142.3,,,,,,,,15400.0,,,,,,,,,258.29,,,,
2018-01-08 12:00:00,16.48,1059.93,,,,,,,,14299.98,,,,,,,,,240.97,,,,
2018-01-08 16:00:00,19.0,1155.02,,,,,,,,15196.55,,,,,,,,,255.96,,,,
2018-01-08 20:00:00,17.9971,1133.18,,,,,,,,14902.54,,,,,,,,,252.65,,,,
2018-01-09 00:00:00,19.4999,1200.21,,,,,,,,15210.0,,,,,,,,,253.39,,,,
2018-01-09 04:00:00,19.0972,1212.0,,,,,,,,15062.28,,,,,,,,,250.45,,,,
2018-01-09 08:00:00,18.3399,1218.98,,,,,,,,14726.0,,,,,,,,,245.99,,,,
2018-01-09 12:00:00,17.5,1200.02,,,,,,,,14654.96,,,,,,,,,250.01,,,,
2018-01-09 16:00:00,17.4001,1205.0,,,,,,,,14717.82,,,,,,,,,249.38,,,,
2018-01-09 20:00:00,17.399,1291.0,,,,,,,,14400.0,,,,,,,,,244.48,,,,
2018-01-10 00:00:00,16.2796,1350.0,,,,,,,,13964.05,,,,,,,,,236.27,,,,
2018-01-10 04:00:00,15.5005,1311.01,,,,,,,,13979.0,,,,,,,,,238.08,,,,
2018-01-10 08:00:00,16.3,1338.11,,,,,,,,13919.08,,,,,,,,,237.35,,,,
2018-01-10 12:00:00,16.1987,1348.99,,,,,,,,14399.95,,,,,,,,,245.03,,,,
2018-01-10 16:00:00,16.28,1296.04,,,,,,,,14349.98,,,,,,,,,241.37,,,,
2018-01-10 20:00:00,17.5,1247.0,,,,,,,,14907.09,,,,,,,,,247.63,,,,
2018-01-11 00:00:00,15.1102,1160.0,,,,,,,,12920.0,,,,,,,,,221.68,,,,
2018-01-11 04:00:00,16.6896,1227.97,,,,,,,,13530.42,,,,,,,,,229.7,,,,
2018-01-11 08:00:00,19.199,1190.3,,,,,,,,13385.1,,,,,,,,,227.91,,,,
2018-01-11 12:00:00,18.98,1225.0,,,,,,,,13958.08,,,,,,,,,236.73,,,,
2018-01-11 16:00:00,20.32,1176.99,,,,,,,,13430.16,,,,,,,,,228.54,,,,
2018-01-11 20:00:00,21.2024,1138.93,,,,,,,,13238.78,,,,,,,,,223.77,,,,
2018-01-12 00:00:00,24.9999,1221.4,,,,,,,,13850.0,,,,,,,,,233.98,,,,
2018-01-12 04:00:00,22.6532,1220.0,,,,,,,,13722.04,,,,,,,,,232.81,,,,
2018-01-12 08:00:00,21.35,1220.0,,,,,,,,13900.02,,,,,,,,,236.4,,,,
2018-01-12 12:00:00,21.289,1216.0,,,,,,,,13411.79,,,,,,,,,229.32,,,,
2018-01-12 16:00:00,23.4,1253.06,,,,,,,,13717.0,,,,,,,,,231.8,,,,
2018-01-12 20:00:00,22.1999,1253.87,,,,,,,,13740.01,,,,,,,,,233.11,,,,
2018-01-13 00:00:00,22.19,1282.1,,,,,,,,14066.0,,,,,,,,,235.83,,,,
2018-01-13 04:00:00,21.6995,1330.57,,,,,,,,14255.09,,,,,,,,,243.75,,,,
2018-01-13 08:00:00,22.628,1337.1,,,,,,,,14178.0,,,,,,,,,243.01,,,,
2018-01-13 12:00:00,22.3697,1357.0,,,,,,,,14241.26,,,,,,,,,242.52,,,,
2018-01-13 16:00:00,21.548,1385.52,,,,,,,,14089.34,,,,,,,,,245.5,,,,
2018-01-13 20:00:00,22.0246,1388.02,,,,,,,,14210.0,,,,,,,,,257.98,,,,
2018-01-14 00:00:00,21.5079,1373.4,,,,,,,,14162.0,,,,,,,,,253.02,,,,
2018-01-14 04:00:00,20.99,1336.87,,,,,,,,13590.0,,,,,,,,,241.55,,,,
2018-01-14 08:00:00,19.9989,1302.0,,,,,,,,13280.15,,,,,,,,,234.54,,,,
2018-01-14 12:00:00,18.98,1250.0,,,,,,,,12869.89,,,,,,,,,230.61,,,,
2018-01-14 16:00:00,19.98,1293.57,,,,,,,,13109.0,,,,,,,,,232.23,,,,
2018-01-14 20:00:00,20.4541,1347.0,,,,,,,,13474.99,,,,,,,,,234.12,,,,
2018-01-15 00:00:00,21.85,1316.77,,,,,,,,13368.43,,,,,,,,,233.69,,,,
2018-01-15 04:00:00,22.7,1300.0,,,,,,,,13355.0,,,,,,,,,232.5,,,,
2018-01-15 08:00:00,20.654,1290.02,,,,,,,,13644.9,,,,,,,,,233.98,,,,
2018-01-15 12:00:00,20.72,1310.0,,,,,,,,13990.01,,,,,,,,,236.73,,,,
2018-01-15 16:00:00,19.8687,1301.95,,,,,,,,13760.0,,,,,,,,,234.67,,,,
2018-01-15 20:00:00,19.3396,1271.0,,,,,,,,13539.93,,,,,,,,,229.5,,,,
